Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
PRRC2C	0	0	0	0	23	0	0	0	0	23	8	8
PRX	0	0	0	0	23	0	0	0	0	23	8	8
RNF175	0	0	0	0	23	0	0	0	0	23	8	8
RP1	0	0	0	0	23	0	0	0	0	23	8	8
SERPINA9	0	0	1	0	22	0	0	0	0	23	8	8
SIRPB1	0	0	0	0	23	0	0	0	0	23	8	8
SLC15A2	0	0	0	0	23	0	0	0	0	23	8	8
TMPRSS11B	0	0	0	0	23	0	0	0	0	23	8	8
TNS1	0	0	0	1	22	0	0	0	0	23	8	8
TPCN2	0	0	0	0	23	0	0	0	0	23	8	8
TRPM1	0	0	0	0	23	0	0	0	0	23	8	8
TTBK1	0	0	4	0	19	0	0	0	0	23	8	8
TTLL8	0	0	0	0	23	0	0	0	0	23	8	8
USP6	0	0	0	0	21	2	0	0	0	23	8	8
WNK1	0	0	0	0	23	0	0	0	0	23	8	8
ZNF772	0	0	0	7	16	0	0	0	0	23	8	8
ADAMTS16	0	0	0	0	22	0	0	0	0	22	8	8
AGXT2	0	0	0	0	22	0	0	0	0	22	8	8
ANKRD30B	0	0	0	0	22	0	0	0	0	22	8	8
ARHGEF37	0	0	0	0	22	0	0	0	0	22	8	8
CCDC178	0	0	0	0	22	0	0	0	0	22	8	8
CEP55	0	0	0	0	22	0	0	0	0	22	8	8
CFAP44	0	0	0	0	22	0	0	0	0	22	8	8
CLEC1B	0	0	0	0	22	0	0	0	0	22	8	8
CPZ	0	0	0	0	22	0	0	0	0	22	8	8
CR1L	0	0	0	0	22	0	0	0	0	22	8	8
DNAH9	0	0	0	0	22	0	0	0	0	22	8	8
DYNC2H1	0	0	0	0	22	0	0	0	0	22	8	8
ERICH3	0	0	2	0	20	0	0	0	0	22	8	8
GOLGA8S	0	0	0	0	22	0	0	0	0	22	8	8
GPLD1	0	0	0	0	22	0	0	0	0	22	8	8
GREB1	0	0	0	0	22	0	0	0	0	22	8	8
GSE1	0	0	0	0	22	0	0	0	0	22	8	8
HCLS1	0	0	0	0	22	0	0	0	0	22	8	8
HTT	0	0	6	1	15	0	0	0	0	22	8	8
IFI16	0	0	0	0	22	0	0	0	0	22	8	8
IL7R	0	0	0	0	22	0	0	0	0	22	8	8
KIAA0319	0	0	0	0	22	0	0	0	0	22	8	8
LY75	0	0	0	0	22	0	0	0	0	22	8	8
MMP17	0	0	1	9	12	0	0	0	0	22	8	8
MYO9B	0	0	0	0	22	0	0	0	0	22	8	8
OR2A14	0	0	8	0	14	0	0	0	0	22	8	8
OR6Q1	6	0	0	0	16	0	0	0	0	22	8	8
OTOP3	0	0	0	0	22	0	0	0	0	22	8	8
PCM1	0	0	0	0	22	0	0	0	0	22	8	8
PODXL	4	0	5	0	13	0	0	0	0	22	8	8
PTPRN2	0	0	0	0	22	0	0	0	0	22	8	8
PUS3	0	0	0	0	22	0	0	0	0	22	8	8
RIN3	0	0	8	0	14	0	0	0	0	22	8	8
RNF43	0	0	0	0	22	0	0	0	0	22	8	8
SH3TC1	0	0	0	0	22	0	0	0	0	22	8	8
SLC14A2	0	0	0	0	22	0	0	0	0	22	8	8
SLC22A14	1	0	0	0	21	0	0	0	0	22	8	8
SLFN14	0	0	0	0	22	0	0	0	0	22	8	8
SPATA31A1	0	0	0	0	22	0	0	0	0	22	8	8
SYT8	0	0	0	0	22	0	0	0	0	22	8	8
THAP9	0	0	0	0	22	0	0	0	0	22	8	8
TRDN	0	0	0	0	22	0	0	0	0	22	8	8
TTC21A	0	0	0	0	22	0	0	0	0	22	8	8
UGT2B28	0	0	0	0	22	0	0	0	0	22	8	8
WASH6P	0	0	0	3	19	0	0	0	0	22	8	8
ZNFX1	0	0	0	0	22	0	0	0	0	22	8	8
ABCA5	0	0	0	0	21	0	0	0	0	21	8	8
ABCB5	0	0	0	0	21	0	0	0	0	21	8	8
AKAP9	0	0	0	3	18	0	0	0	0	21	8	8
AKNA	0	0	0	0	21	0	0	0	0	21	8	8
BANK1	0	0	0	0	21	0	0	0	0	21	8	8
BRCA2	0	0	0	0	21	0	0	0	0	21	8	8
C15orf39	0	0	0	0	21	0	0	0	0	21	8	8
CCDC88B	0	0	0	0	21	0	0	0	0	21	8	8
CELA2B	0	0	0	0	21	0	0	0	0	21	8	8
CFAP251	0	0	0	8	13	0	0	0	0	21	8	8
CFAP69	0	0	0	0	21	0	0	0	0	21	8	8
COL28A1	0	0	0	0	21	0	0	0	0	21	8	8
DIDO1	0	0	0	0	21	0	0	0	0	21	8	8
DNAI4	0	0	0	0	21	0	0	0	0	21	8	8
ECHDC3	0	0	0	0	21	0	0	0	0	21	8	8
ERCC5	0	0	0	0	21	0	0	0	0	21	8	8
EXOC3L4	0	0	0	0	21	0	0	0	0	21	8	8
FRMPD2	0	0	0	0	21	0	0	0	0	21	8	8
GPRC6A	0	2	0	2	16	1	0	0	0	21	8	8
IQGAP3	0	0	0	0	21	0	0	0	0	21	8	8
KCNJ18	0	0	0	0	21	0	0	0	0	21	8	8
KIF2B	0	0	0	0	21	0	0	0	0	21	8	8
LAMC1	0	0	0	0	20	0	0	1	0	21	8	8
MAN2B2	0	0	0	0	21	0	0	0	0	21	8	8
MCC	0	0	0	5	16	0	0	0	0	21	8	8
MUCL3	0	0	0	0	21	0	0	0	0	21	8	8
NCOR2	0	0	0	15	6	0	0	0	0	21	8	8
NES	0	0	0	0	21	0	0	0	0	21	8	8
NLRP6	0	0	0	0	21	0	0	0	0	21	8	8
NUP153	0	0	0	0	21	0	0	0	0	21	8	8
OR2T29	0	0	0	0	21	0	0	0	0	21	8	8
OR7C1	0	0	0	0	21	0	0	0	0	21	8	8
OR8B4	0	0	0	0	21	0	0	0	0	21	8	8
OR8U1	0	0	0	0	21	0	0	0	0	21	8	8
PCDHA3	0	0	0	0	21	0	0	0	0	21	8	8
PDILT	0	0	0	0	21	0	0	0	0	21	8	8
PFAS	0	0	0	0	21	0	0	0	0	21	8	8
PIWIL3	0	0	0	0	21	0	0	0	0	21	8	8
PM20D1	0	0	0	0	21	0	0	0	0	21	8	8
REPIN1	0	0	2	0	19	0	0	0	0	21	8	8
RNF212	0	0	0	0	21	0	0	0	0	21	8	8
RRBP1	0	0	0	0	21	0	0	0	0	21	8	8
SALL3	0	0	0	0	21	0	0	0	0	21	8	8
SMG6	0	0	0	0	21	0	0	0	0	21	8	8
SMYD4	0	0	0	0	21	0	0	0	0	21	8	8
STEAP2	0	0	0	0	21	0	0	0	0	21	8	8
SVIL	0	0	0	0	21	0	0	0	0	21	8	8
TEX48	0	0	0	0	21	0	0	0	0	21	8	8
TNR	0	0	0	0	21	0	0	0	0	21	8	8
TRHDE	0	0	0	5	16	0	0	0	0	21	8	8
TRIM42	0	0	0	0	21	0	0	0	0	21	8	8
WDR62	0	0	0	0	21	0	0	0	0	21	8	8
WFS1	0	0	0	0	21	0	0	0	0	21	8	8
ZFHX3	0	0	2	1	18	0	0	0	0	21	8	8
ZNF646	0	0	0	0	21	0	0	0	0	21	8	8
ADAM8	0	0	0	0	20	0	0	0	0	20	8	8
ADAMTS14	0	0	0	0	20	0	0	0	0	20	8	8
AOC1	0	0	0	0	20	0	0	0	0	20	8	8
ASMTL	3	0	0	0	17	0	0	0	0	20	8	8
ATG2B	0	0	0	0	20	0	0	0	0	20	8	8
BRWD1	0	0	0	0	20	0	0	0	0	20	8	8
CPEB2	0	0	0	5	15	0	0	0	0	20	8	8
CPN2	0	0	0	0	16	4	0	0	0	20	8	8
CYP1B1	0	0	0	0	20	0	0	0	0	20	8	8
DNAH8	0	0	0	0	20	0	0	0	0	20	8	8
DUOX2	0	0	0	0	20	0	0	0	0	20	8	8
EFCAB6	0	0	0	0	20	0	0	0	0	20	8	8
ELAPOR1	0	0	0	0	20	0	0	0	0	20	8	8
FRMD4B	0	0	0	0	20	0	0	0	0	20	8	8
GALC	0	0	0	0	20	0	0	0	0	20	8	8
GDPGP1	0	0	0	0	20	0	0	0	0	20	8	8
GSDMA	0	0	0	0	20	0	0	0	0	20	8	8
HKDC1	0	0	0	0	20	0	0	0	0	20	8	8
HS3ST6	0	0	0	0	20	0	0	0	0	20	8	8
ICE1	0	0	0	0	20	0	0	0	0	20	8	8
IGHMBP2	0	0	0	0	20	0	0	0	0	20	8	8
KRT15	0	0	0	0	20	0	0	0	0	20	8	8
KRT27	0	0	0	0	20	0	0	0	0	20	8	8
KRTAP10-3	0	0	0	0	20	0	0	0	0	20	8	8
LRP4	0	0	0	0	20	0	0	0	0	20	8	8
MAGEC3	0	0	0	0	20	0	0	0	0	20	8	8
MMP20	0	0	0	0	20	0	0	0	0	20	8	8
NLRP14	0	0	0	0	20	0	0	0	0	20	8	8
NSUN7	0	0	0	0	20	0	0	0	0	20	8	8
OR11G2	0	8	0	0	12	0	0	0	0	20	8	8
OR2C3	0	0	0	0	20	0	0	0	0	20	8	8
OR5D14	0	0	0	0	20	0	0	0	0	20	8	8
OR6S1	0	0	0	0	20	0	0	0	0	20	8	8
OR8H3	0	0	0	0	20	0	0	0	0	20	8	8
PGLYRP4	0	0	0	0	20	0	0	0	0	20	8	8
POTEC	0	0	0	0	20	0	0	0	0	20	8	8
PREX1	0	0	0	0	20	0	0	0	0	20	8	8
RAET1L	0	0	0	0	20	0	0	0	0	20	8	8
SAA1	0	0	0	0	20	0	0	0	0	20	8	8
SLC2A9	0	0	0	0	20	0	0	0	0	20	8	8
SMR3A	0	0	0	0	20	0	0	0	0	20	8	8
SYCE1L	0	0	0	0	20	0	0	0	0	20	8	8
TAF3	0	0	0	0	20	0	0	0	0	20	8	8
TGM3	0	0	0	0	20	0	0	0	0	20	8	8
TNFRSF10A	0	0	0	0	20	0	0	0	0	20	8	8
TRIM51G	0	0	0	0	12	1	0	7	0	20	8	8
UBD	0	0	0	0	20	0	0	0	0	20	8	8
VCX	0	0	0	0	20	0	0	0	0	20	8	8
WDR72	0	0	0	0	20	0	0	0	0	20	8	8
ZNF607	0	0	0	0	20	0	0	0	0	20	8	8
ZSCAN5C	0	0	0	0	20	0	0	0	0	20	8	8
ADGRE3	0	0	0	0	19	0	0	0	0	19	8	8
ANKRD12	0	0	0	0	19	0	0	0	0	19	8	8
APOBR	0	0	5	0	14	0	0	0	0	19	8	8
ASPM	0	0	0	0	19	0	0	0	0	19	8	8
BRDT	0	0	0	0	19	0	0	0	0	19	8	8
BTBD8	0	0	0	0	19	0	0	0	0	19	8	8
CCDC154	0	0	0	0	19	0	0	0	0	19	8	8
CCDC183	0	0	0	0	19	0	0	0	0	19	8	8
CCDC33	0	0	7	0	12	0	0	0	0	19	8	8
COL12A1	0	0	0	0	19	0	0	0	0	19	8	8
COL24A1	0	0	0	0	19	0	0	0	0	19	8	8
CORIN	0	0	0	0	19	0	0	0	0	19	8	8
CSNKA2IP	0	0	0	0	19	0	0	0	0	19	8	8
DHRSX	0	0	0	0	19	0	0	0	0	19	8	8
DMD	0	0	0	0	19	0	0	0	0	19	8	8
ERCC6	0	0	0	0	19	0	0	0	0	19	8	8
FAM178B	0	0	0	0	19	0	0	0	0	19	8	8
FAM217A	0	0	0	0	19	0	0	0	0	19	8	8
FBRSL1	0	0	1	0	18	0	0	0	0	19	8	8
FGL1	0	0	0	0	19	0	0	0	0	19	8	8
FHOD3	0	0	0	0	19	0	0	0	0	19	8	8
FSCB	0	0	0	0	19	0	0	0	0	19	8	8
GANC	0	0	0	0	19	0	0	0	0	19	8	8
GARIN4	0	0	0	0	19	0	0	0	0	19	8	8
GC	0	0	0	0	19	0	0	0	0	19	8	8
GTPBP10	0	0	0	0	19	0	0	0	0	19	8	8
HACD1	0	0	0	0	19	0	0	0	0	19	8	8
HELQ	0	0	0	0	19	0	0	0	0	19	8	8
HNF1A	0	0	0	0	19	0	0	0	0	19	8	8
HYDIN	0	0	0	0	19	0	0	0	0	19	8	8
ITGAE	0	0	0	0	19	0	0	0	0	19	8	8
KRTAP10-11	0	0	0	0	19	0	0	0	0	19	8	8
LORICRIN	0	0	0	14	5	0	0	0	0	19	8	8
LOXHD1	0	0	1	0	17	0	0	0	1	19	8	8
LRRC37A	0	0	0	0	19	0	0	0	0	19	8	8
MAML3	0	0	16	0	3	0	0	0	0	19	8	8
MGAM	0	0	0	0	19	0	0	0	0	19	8	8
MMP27	0	0	0	0	19	0	0	0	0	19	8	8
MYOM2	0	0	0	0	19	0	0	0	0	19	8	8
NAT2	0	0	0	0	19	0	0	0	0	19	8	8
NCR2	0	0	0	0	19	0	0	0	0	19	8	8
OR5W2	0	0	0	0	19	0	0	0	0	19	8	8
PCDHB6	0	0	0	0	19	0	0	0	0	19	8	8
PCSK9	0	0	0	1	18	0	0	0	0	19	8	8
PNPLA1	0	0	0	0	19	0	0	0	0	19	8	8
PSD3	0	0	0	0	19	0	0	0	0	19	8	8
RAB11FIP1	0	0	0	0	19	0	0	0	0	19	8	8
RPAP1	0	0	0	0	19	0	0	0	0	19	8	8
SCN10A	0	0	0	0	19	0	0	0	0	19	8	8
SFI1	0	0	0	0	19	0	0	0	0	19	8	8
SKIC2	0	0	0	0	19	0	0	0	0	19	8	8
SPHKAP	0	0	0	0	19	0	0	0	0	19	8	8
SPMIP2	0	0	0	0	19	0	0	0	0	19	8	8
SPON2	0	0	0	0	19	0	0	0	0	19	8	8
SULT1A2	0	0	0	0	19	0	0	0	0	19	8	8
SUSD5	0	0	0	0	19	0	0	0	0	19	8	8
TELO2	0	0	0	0	19	0	0	0	0	19	8	8
TMC3	0	0	0	0	19	0	0	0	0	19	8	8
TRIM51	0	0	0	0	18	0	0	1	0	19	8	8
TULP1	0	0	0	0	19	0	0	0	0	19	8	8
UBAP2	0	0	0	0	19	0	0	0	0	19	8	8
UBXN11	0	0	4	0	15	0	0	0	0	19	8	8
VARS2	0	0	0	0	19	0	0	0	0	19	8	8
ZNF142	0	0	1	0	18	0	0	0	0	19	8	8
ZNF28	0	0	0	0	19	0	0	0	0	19	8	8
ANO9	0	0	0	0	18	0	0	0	0	18	8	8
ARHGAP45	0	0	0	0	18	0	0	0	0	18	8	8
ARHGEF4	0	0	0	0	18	0	0	0	0	18	8	8
ASB16	0	0	0	0	18	0	0	0	0	18	8	8
ASTN1	0	0	0	0	18	0	0	0	0	18	8	8
ATG2A	0	0	0	0	18	0	0	0	0	18	8	8
BPIFB3	0	0	0	0	18	0	0	0	0	18	8	8
CACNA1A	0	0	9	0	9	0	0	0	0	18	8	8
CD5	0	0	0	0	18	0	0	0	0	18	8	8
CDCP1	0	0	0	0	18	0	0	0	0	18	8	8
CFAP99	0	0	0	0	18	0	0	0	0	18	8	8
CNGB3	0	0	0	0	18	0	0	0	0	18	8	8
CNTRL	0	0	0	0	18	0	0	0	0	18	8	8
COL6A6	0	0	0	0	18	0	0	0	0	18	8	8
CTU2	0	2	0	0	9	0	0	7	0	18	8	8
DHTKD1	0	0	0	0	18	0	0	0	0	18	8	8
DISP3	0	0	0	0	18	0	0	0	0	18	8	8
DNAH6	0	0	1	0	17	0	0	0	0	18	8	8
EGF	0	0	0	1	17	0	0	0	0	18	8	8
FAM90A20	0	0	0	0	18	0	0	0	0	18	8	8
FEZ2	0	0	0	0	18	0	0	0	0	18	8	8
FNDC7	1	0	0	0	17	0	0	0	0	18	8	8
GOLGA8R	0	0	0	0	18	0	0	0	0	18	8	8
GPAM	0	0	0	0	18	0	0	0	0	18	8	8
GUCA1C	0	0	0	0	14	0	0	4	0	18	8	8
HELB	1	0	0	0	17	0	0	0	0	18	8	8
HOXA4	0	0	0	0	18	0	0	0	0	18	8	8
IQSEC3	0	0	0	0	18	0	0	0	0	18	8	8
IRAG1	0	0	0	0	18	0	0	0	0	18	8	8
ITPKB	0	0	5	0	13	0	0	0	0	18	8	8
KRTAP9-1	0	0	0	8	8	0	0	0	2	18	8	8
LTF	0	0	0	8	10	0	0	0	0	18	8	8
MAST2	0	0	0	0	18	0	0	0	0	18	8	8
NPSR1	0	0	0	0	15	3	0	0	0	18	8	8
NUTM2D	0	0	0	0	18	0	0	0	0	18	8	8
OR10A2	0	0	0	0	18	0	0	0	0	18	8	8
OR10H3	0	0	0	0	18	0	0	0	0	18	8	8
OR10J1	0	0	0	0	17	1	0	0	0	18	8	8
OR1Q1	0	0	0	0	18	0	0	0	0	18	8	8
OR2D2	0	0	0	0	18	0	0	0	0	18	8	8
OR2J2	0	0	0	0	18	0	0	0	0	18	8	8
OR52E2	0	0	0	0	18	0	0	0	0	18	8	8
OR5T2	0	0	0	0	18	0	0	0	0	18	8	8
OTUD7A	0	0	8	0	10	0	0	0	0	18	8	8
PCNX3	0	0	1	0	17	0	0	0	0	18	8	8
PLB1	0	0	0	0	17	0	0	1	0	18	8	8
PLEKHG2	0	0	0	0	18	0	0	0	0	18	8	8
PNLIPRP3	0	1	0	0	17	0	0	0	0	18	8	8
QSER1	0	0	0	0	18	0	0	0	0	18	8	8
RADIL	0	0	0	0	18	0	0	0	0	18	8	8
SAC3D1	0	0	0	0	18	0	0	0	0	18	8	8
SEC14L3	0	0	0	0	18	0	0	0	0	18	8	8
SEMA5B	0	0	0	0	18	0	0	0	0	18	8	8
SLCO1B3	0	0	0	0	18	0	0	0	0	18	8	8
SPOCD1	0	0	0	0	18	0	0	0	0	18	8	8
SYDE2	0	0	0	0	18	0	0	0	0	18	8	8
TEKTL1	0	0	0	0	18	0	0	0	0	18	8	8
TIMELESS	0	0	0	0	18	0	0	0	0	18	8	8
TMEM132C	0	0	0	0	18	0	0	0	0	18	8	8
TRPM2	0	0	0	0	17	1	0	0	0	18	8	8
VSIG10L2	0	0	0	0	18	0	0	0	0	18	8	8
WDR17	0	0	0	0	18	0	0	0	0	18	8	8
ZNF419	0	0	0	0	18	0	0	0	0	18	8	8
ZNF708	0	0	0	0	18	0	0	0	0	18	8	8
ZNF831	0	0	0	0	18	0	0	0	0	18	8	8
A2M	0	0	0	0	16	0	0	1	0	17	8	8
ABCA6	1	0	0	0	16	0	0	0	0	17	8	8
ABCG8	0	0	0	0	17	0	0	0	0	17	8	8
ACOT6	0	0	0	0	17	0	0	0	0	17	8	8
AGAP4	0	0	0	0	17	0	0	0	0	17	8	8
ARMC9	0	0	0	0	16	0	0	1	0	17	8	8
BCO2	0	0	0	0	17	0	0	0	0	17	8	8
BOD1L1	0	0	0	0	17	0	0	0	0	17	8	8
BPIFB6	0	0	0	0	17	0	0	0	0	17	8	8
C5AR1	0	0	0	0	17	0	0	0	0	17	8	8
CCDC177	0	0	8	0	9	0	0	0	0	17	8	8
CD33	1	0	0	0	16	0	0	0	0	17	8	8
CDC20B	0	0	0	0	17	0	0	0	0	17	8	8
CDON	0	0	0	0	17	0	0	0	0	17	8	8
CROCC	0	0	0	0	17	0	0	0	0	17	8	8
DBN1	0	0	0	0	17	0	0	0	0	17	8	8
DMBT1	0	0	0	0	17	0	0	0	0	17	8	8
DNAH2	0	0	0	0	17	0	0	0	0	17	8	8
EIF2AK4	0	0	0	4	13	0	0	0	0	17	8	8
EML4	0	0	0	0	17	0	0	0	0	17	8	8
ENPEP	0	0	0	0	16	1	0	0	0	17	8	8
EPHA1	0	0	0	0	17	0	0	0	0	17	8	8
ERICH6B	0	0	5	0	12	0	0	0	0	17	8	8
FBXW8	0	0	0	0	17	0	0	0	0	17	8	8
FNIP1	0	0	0	0	17	0	0	0	0	17	8	8
FOXD2	0	0	0	8	9	0	0	0	0	17	8	8
FREM2	0	0	0	0	17	0	0	0	0	17	8	8
GLB1	0	0	0	0	17	0	0	0	0	17	8	8
GLIS3	0	0	0	0	17	0	0	0	0	17	8	8
GLYATL3	0	0	0	0	17	0	0	0	0	17	8	8
GOLGA8M	0	0	0	0	17	0	0	0	0	17	8	8
HFM1	0	0	0	0	17	0	0	0	0	17	8	8
IL17RC	0	0	0	0	17	0	0	0	0	17	8	8
ITGA11	0	0	0	0	17	0	0	0	0	17	8	8
KIF17	0	0	0	0	17	0	0	0	0	17	8	8
KLHDC7B	0	0	1	0	16	0	0	0	0	17	8	8
KRT4	0	0	0	7	10	0	0	0	0	17	8	8
KRT7	0	0	0	0	17	0	0	0	0	17	8	8
MAVS	0	0	0	0	17	0	0	0	0	17	8	8
METTL4	0	0	0	0	17	0	0	0	0	17	8	8
MGA	0	0	0	0	17	0	0	0	0	17	8	8
MIA3	0	0	0	0	17	0	0	0	0	17	8	8
MLIP	0	0	0	0	17	0	0	0	0	17	8	8
MPRIP	0	0	8	0	8	0	0	1	0	17	8	8
MTRR	0	0	0	0	17	0	0	0	0	17	8	8
MYORG	0	0	0	0	13	4	0	0	0	17	8	8
NLE1	0	0	0	0	17	0	0	0	0	17	8	8
OAF	0	0	0	0	17	0	0	0	0	17	8	8
OR2A25	0	0	0	0	17	0	0	0	0	17	8	8
OR2C1	2	0	0	0	15	0	0	0	0	17	8	8
OR51V1	0	0	0	0	17	0	0	0	0	17	8	8
OR52W1	0	0	0	0	17	0	0	0	0	17	8	8
PALM2AKAP2	0	0	0	1	16	0	0	0	0	17	8	8
PCDHB3	0	0	0	0	17	0	0	0	0	17	8	8
PEAR1	0	0	0	0	17	0	0	0	0	17	8	8
PKD1	0	0	0	0	17	0	0	0	0	17	8	8
PLA2G3	0	0	0	0	17	0	0	0	0	17	8	8
SLFN11	0	0	0	0	17	0	0	0	0	17	8	8
SMCR8	0	0	0	0	17	0	0	0	0	17	8	8
SPATA20	0	0	0	0	17	0	0	0	0	17	8	8
SYNC	0	0	0	0	17	0	0	0	0	17	8	8
TBC1D32	0	0	0	0	17	0	0	0	0	17	8	8
TET1	0	0	0	0	17	0	0	0	0	17	8	8
THSD7B	0	0	0	0	16	0	0	1	0	17	8	8
TMC4	0	0	0	0	17	0	0	0	0	17	8	8
TMEM177	0	0	0	0	17	0	0	0	0	17	8	8
TNFRSF10B	0	0	0	0	17	0	0	0	0	17	8	8
TRPV5	0	0	0	0	17	0	0	0	0	17	8	8
USP24	0	0	0	1	16	0	0	0	0	17	8	8
WDR25	0	0	0	0	17	0	0	0	0	17	8	8
ZBTB40	0	0	0	0	17	0	0	0	0	17	8	8
ZG16	0	0	0	0	17	0	0	0	0	17	8	8
ZNF117	0	0	0	0	9	8	0	0	0	17	8	8
ZNF138	0	0	0	0	17	0	0	0	0	17	8	8
ZNF155	0	0	0	0	17	0	0	0	0	17	8	8
ZNF654	0	0	0	0	17	0	0	0	0	17	8	8
ADAMTS17	0	0	1	0	15	0	0	0	0	16	8	8
AKR1C3	0	0	0	0	8	0	0	0	8	16	8	8
AMH	0	0	0	0	16	0	0	0	0	16	8	8
ARVCF	0	0	0	0	16	0	0	0	0	16	8	8
ATP10A	0	0	0	0	16	0	0	0	0	16	8	8
BTLA	0	0	0	0	16	0	0	0	0	16	8	8
C11orf97	0	0	0	0	16	0	0	0	0	16	8	8
C2orf80	0	0	0	0	16	0	0	0	0	16	8	8
C8orf48	0	0	0	0	16	0	0	0	0	16	8	8
CCDC17	0	0	0	0	16	0	0	0	0	16	8	8
CD164L2	0	0	0	0	16	0	0	0	0	16	8	8
CD300LF	0	0	0	0	16	0	0	0	0	16	8	8
CD52	0	0	0	0	16	0	0	0	0	16	8	8
CENPN	0	0	0	0	16	0	0	0	0	16	8	8
CEP350	0	0	0	0	16	0	0	0	0	16	8	8
CFAP221	0	0	0	0	16	0	0	0	0	16	8	8
CHL1	0	0	0	0	16	0	0	0	0	16	8	8
CLHC1	0	0	0	0	16	0	0	0	0	16	8	8
CNGB1	0	0	0	1	15	0	0	0	0	16	8	8
COG3	0	0	0	0	16	0	0	0	0	16	8	8
COLEC12	0	0	0	0	16	0	0	0	0	16	8	8
CSMD3	0	0	0	0	16	0	0	0	0	16	8	8
CTC1	0	0	0	0	16	0	0	0	0	16	8	8
DCLK2	0	0	0	0	16	0	0	0	0	16	8	8
DSG1	0	0	0	0	16	0	0	0	0	16	8	8
DTHD1	0	0	0	0	16	0	0	0	0	16	8	8
DTL	0	0	0	0	16	0	0	0	0	16	8	8
DUSP5	0	0	0	0	16	0	0	0	0	16	8	8
EIF4G1	0	0	0	0	16	0	0	0	0	16	8	8
EME1	0	0	0	5	11	0	0	0	0	16	8	8
ENTREP2	0	0	0	0	16	0	0	0	0	16	8	8
EPHB6	0	0	7	1	8	0	0	0	0	16	8	8
FAM174B	0	0	8	0	8	0	0	0	0	16	8	8
FAM47E	0	0	0	0	16	0	0	0	0	16	8	8
FSHR	0	0	0	0	16	0	0	0	0	16	8	8
GAGE10	0	0	0	0	16	0	0	0	0	16	8	8
GOLGA6L7	0	0	9	0	7	0	0	0	0	16	8	8
GPR62	0	0	0	0	16	0	0	0	0	16	8	8
KIAA0586	0	0	0	0	16	0	0	0	0	16	8	8
KLF14	0	0	0	0	16	0	0	0	0	16	8	8
KPRP	0	0	0	0	16	0	0	0	0	16	8	8
KRBA1	0	0	0	0	16	0	0	0	0	16	8	8
KRT13	0	0	0	0	16	0	0	0	0	16	8	8
KRT14	0	0	0	0	16	0	0	0	0	16	8	8
KRT71	0	0	0	0	16	0	0	0	0	16	8	8
LAMA4	0	0	0	0	16	0	0	0	0	16	8	8
LCT	0	0	0	0	16	0	0	0	0	16	8	8
LRIT3	0	0	0	0	16	0	0	0	0	16	8	8
LURAP1L	0	0	0	8	8	0	0	0	0	16	8	8
MAGEA10	0	0	0	0	16	0	0	0	0	16	8	8
MAP3K4	0	0	8	0	8	0	0	0	0	16	8	8
MCF2L2	0	0	0	0	16	0	0	0	0	16	8	8
MORC1	0	0	0	0	16	0	0	0	0	16	8	8
MS4A13	0	0	0	0	16	0	0	0	0	16	8	8
MTRF1L	0	0	0	0	16	0	0	0	0	16	8	8
MYO1C	0	0	0	0	16	0	0	0	0	16	8	8
MYO5B	0	0	0	4	12	0	0	0	0	16	8	8
MYO7A	0	0	0	1	15	0	0	0	0	16	8	8
NAV2	0	0	0	0	16	0	0	0	0	16	8	8
NCAPD2	0	0	0	0	16	0	0	0	0	16	8	8
NEDD4	0	0	0	0	16	0	0	0	0	16	8	8
NISCH	0	0	0	0	16	0	0	0	0	16	8	8
NLRP11	0	0	0	0	16	0	0	0	0	16	8	8
NOP14	0	0	0	0	16	0	0	0	0	16	8	8
NPIPB15	0	0	3	0	13	0	0	0	0	16	8	8
NUDT22	0	0	0	0	16	0	0	0	0	16	8	8
OR14A16	0	0	8	0	8	0	0	0	0	16	8	8
OR5AU1	0	0	0	0	16	0	0	0	0	16	8	8
PABPC4L	0	0	0	0	16	0	0	0	0	16	8	8
PCDH12	0	0	0	4	12	0	0	0	0	16	8	8
PCDHB11	0	0	0	0	16	0	0	0	0	16	8	8
PDE11A	0	0	0	7	9	0	0	0	0	16	8	8
PIK3R2	0	0	0	0	16	0	0	0	0	16	8	8
PKD2L2	0	0	0	0	16	0	0	0	0	16	8	8
PLIN3	0	0	0	0	16	0	0	0	0	16	8	8
PNPLA3	0	0	0	0	16	0	0	0	0	16	8	8
PRSS55	0	0	0	0	16	0	0	0	0	16	8	8
RAD51AP2	0	0	0	0	16	0	0	0	0	16	8	8
SBK2	0	0	0	0	16	0	0	0	0	16	8	8
SCARF2	0	0	0	0	16	0	0	0	0	16	8	8
SCUBE1	0	0	0	0	16	0	0	0	0	16	8	8
SFTPD	0	0	0	0	16	0	0	0	0	16	8	8
SHANK3	6	0	0	0	9	0	0	1	0	16	8	8
SIRPG	0	0	0	0	16	0	0	0	0	16	8	8
SIX5	0	0	0	0	16	0	0	0	0	16	8	8
SLC52A1	0	0	0	0	16	0	0	0	0	16	8	8
SOHLH1	0	0	0	0	16	0	0	0	0	16	8	8
SORL1	0	0	0	0	16	0	0	0	0	16	8	8
SPDL1	0	0	0	0	16	0	0	0	0	16	8	8
